,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
tallest,-0.0409,1.5134,1.0067,0.3749,0.8355,-0.8271000000000001,-0.3204,-0.6706000000000001,0.253,-0.1428,0.0954,-0.707,-0.14150000000000001,1.3718,-0.0489,1.053,0.5614,0.6608,-0.9491,0.2997,-0.7274,-1.4346,-1.82,0.0085,0.33840000000000003,-0.258,-0.6405000000000001,0.43520000000000003,-0.4852,0.1233,1.0801,-0.7142000000000001,1.1292,0.1801,0.5025000000000001,-0.1582,0.9573,0.3048,-0.5224,-0.0862,-1.5668000000000002,-0.8556,0.45380000000000004,0.5931000000000001,-0.6709,0.8181,0.1836,-1.6774,-0.018600000000000002,-1.0179
shaft,0.451,0.3179,1.3647,-0.388,-0.2641,0.7154,0.8134,0.9893000000000001,0.34500000000000003,-0.4176,0.0656,-0.14880000000000002,-0.39840000000000003,1.1911,-0.9644,-0.0008,0.11610000000000001,1.0372,-0.062400000000000004,-1.2535,0.2328,-0.6031000000000001,-0.3467,-0.363,1.234,-0.318,-0.0636,0.9745,0.1467,-0.17950000000000002,1.885,-1.1424,0.6522,0.7476,0.073,0.2614,0.8136,-0.29410000000000003,0.9623,0.48260000000000003,-0.1568,-0.7156,-0.2293,-0.22920000000000001,-0.3481,-0.7262000000000001,0.8058000000000001,-1.0747,-0.016800000000000002,-1.0281
horns,-0.2696,-0.4857,-0.21480000000000002,-0.8578,-0.0874,0.5887,0.1262,-0.371,-0.5086,0.46190000000000003,0.2388,-0.0381,0.5116,0.4081,-1.1187,-0.16,-0.106,0.18380000000000002,-0.8978,-1.708,-0.5685,-0.6021000000000001,-0.1713,0.2172,0.3216,-0.3891,-0.0728,1.1142,-0.024300000000000002,-1.6920000000000002,1.3433,1.1637,0.353,0.8454,0.5512,-0.061200000000000004,0.9203,-1.6888,-0.33640000000000003,0.876,-0.2888,0.49050000000000005,-0.7095,-0.6121,1.268,0.8185,0.3391,-0.3673,-0.1663,-1.1551
herb,-0.16570000000000001,1.2985,-0.5720000000000001,0.3035,0.1575,0.6947,-0.5968,-0.4828,0.023100000000000002,0.364,-0.5981000000000001,0.14120000000000002,0.9885,-0.3917,0.2684,-0.1296,0.6353,0.36410000000000003,0.1246,-0.4192,-0.7117,-0.9139,0.7894,-0.384,-0.2864,-0.1746,0.9464,0.6058,-0.0053,0.1163,0.6272,-0.7658,-0.0049,0.0884,-0.4005,0.1681,-0.768,1.1442,1.1247,0.049600000000000005,0.5814,0.7106,-0.8188000000000001,-0.0925,1.6996,0.47140000000000004,-0.2933,-0.4137,-0.9545,0.7467
baggage,0.7533000000000001,0.1799,0.7466,-0.5629000000000001,0.052000000000000005,0.0032,0.15330000000000002,-0.2296,1.3407,-1.0178,-0.1748,0.25320000000000004,-0.3352,0.789,0.4436,-0.0322,-1.0346,0.4227,-0.4706,-1.2372,0.6816,-0.021500000000000002,-0.8161,0.1,-0.1034,-1.4838,-0.514,0.6228,1.1328,0.1912,0.4747,1.3277,0.0796,-0.2315,0.2792,1.0957,0.6026,0.27540000000000003,0.032,1.0594,0.4811,0.6833,0.8263,1.8155999999999999,-1.0357,-0.462,0.1738,0.6067,0.6965,-0.48660000000000003
stairs,0.5914,0.9037000000000001,0.9599000000000001,-0.8535,0.40690000000000004,-0.39330000000000004,-0.33080000000000004,0.6017,-0.199,-0.28350000000000003,-0.7479,0.36210000000000003,-0.7183,1.3315000000000001,-0.35810000000000003,-0.006900000000000001,-0.1492,-0.718,0.0143,-1.2358,0.3471,0.0125,-0.8623000000000001,0.116,0.7257,-0.16840000000000002,0.6517000000000001,0.7623000000000001,0.6448,-0.6576000000000001,1.3674,0.1774,0.7301000000000001,0.24910000000000002,0.3221,0.1898,0.9523,0.0172,0.6554,0.64,-0.6109,-0.2833,0.024300000000000002,0.7505000000000001,-0.1515,-0.6953,0.732,-2.1119,0.5909,-0.7588
foe,0.10650000000000001,0.7271000000000001,0.46140000000000003,0.3769,-0.055900000000000005,0.7264,0.7527,0.7898000000000001,-0.4037,0.3123,-0.5162,-0.1228,-0.49210000000000004,0.5012,-0.7153,-0.0396,0.258,-0.0502,0.18630000000000002,0.8234,-1.4376,-0.2411,-0.2497,0.2252,-0.3694,-2.0914,0.3009,0.058300000000000005,0.4768,0.7105,0.486,0.1385,-0.5839,-0.25880000000000003,-0.31010000000000004,0.12860000000000002,-0.9076000000000001,0.28150000000000003,-1.1674,-1.1571,0.485,0.6589,-0.3506,-0.0713,0.534,0.7678,-0.48950000000000005,-0.001,-0.5111,-0.2705
sway,-0.013600000000000001,-0.0784,0.5681,-0.43760000000000004,-0.0367,-0.3128,0.8645,0.9425,-0.3255,0.6564,-0.6064,-0.45990000000000003,0.1779,0.5974,-1.173,0.8511000000000001,0.7181000000000001,-0.8007000000000001,0.5263,-0.7498,0.0819,-0.1247,0.31620000000000004,0.16190000000000002,-0.37420000000000003,-1.0932,-0.9016000000000001,0.0985,-0.2083,0.19790000000000002,1.0188,0.6642,-0.33,-0.4436,0.137,-0.4652,-0.7911,-0.20320000000000002,-0.34400000000000003,-0.4111,-0.5791000000000001,0.5654,-0.4761,0.43960000000000005,-0.3936,0.10300000000000001,-0.22160000000000002,-0.12380000000000001,-0.1789,-0.602
grasp,-0.049300000000000004,-0.4772,0.14350000000000002,-0.313,0.9672000000000001,-0.2994,0.4817,0.4097,-0.152,0.1568,0.1903,0.5813,-0.46480000000000005,0.19240000000000002,-0.7835000000000001,0.5495,0.4655,-0.375,0.34290000000000004,-0.3393,-0.5793,0.5814,-0.0738,-0.4806,1.4871,-0.9509000000000001,-0.7131000000000001,-0.010700000000000001,0.5938,-0.24810000000000001,1.3909,0.2775,-0.0396,-0.5132,0.0013000000000000002,0.0058000000000000005,-0.91,0.6083000000000001,-0.24080000000000001,-0.9107000000000001,-0.0358,-0.6331,0.37120000000000003,0.662,-0.48,0.3215,1.0704,0.5637,0.3383,-0.4622
accustomed,-0.056100000000000004,-0.6126,-0.113,-0.7065,0.0876,-0.589,-0.3835,0.4106,-0.2576,0.4958,-0.0675,-0.2323,0.4289,0.2404,0.5036,0.132,-0.1337,0.6458,0.2762,-0.7832,-0.3437,0.6257,-0.0814,0.6832,0.7428,-0.8072,-0.2684,0.2104,0.8617,0.3143,1.234,1.1419,0.8339000000000001,-0.7065,-0.2806,0.112,-0.8817,0.4156,-0.6542,-0.3326,-0.5662,0.2686,0.18760000000000002,1.1935,0.0746,-0.3168,-0.2228,-0.0516,-0.46240000000000003,0.2286
camping,0.0173,1.3382,-0.23020000000000002,0.2601,-0.8114,-0.6984,-2.1373,-0.2664,0.9404,-0.7481,-0.3267,-0.467,0.9440000000000001,-0.2592,0.6762,0.27190000000000003,0.681,1.1364,-0.4048,-1.0261,0.312,0.5821000000000001,-0.301,0.8609,0.2957,0.424,0.049,0.11080000000000001,1.4099,0.3528,1.345,0.5059,-1.2203,0.281,0.8391000000000001,1.1926,0.3093,-0.09960000000000001,-0.42210000000000003,0.9570000000000001,-0.1491,-0.481,-0.22290000000000001,1.0532,0.5755,-1.2244,-0.2765,-0.3537,0.31570000000000004,-0.2114
absurd,0.3966,-0.5855,-0.8294,-0.0402,0.1223,0.3467,1.1931,-0.2612,-1.0512,0.9114000000000001,-0.8242,0.0824,-0.34340000000000004,-0.1841,0.9054000000000001,0.15940000000000001,0.9635,0.28040000000000004,0.07830000000000001,-0.31370000000000003,-0.0629,0.5965,0.1285,0.0261,0.8186,-1.0387,-0.9039,1.1083,0.9457000000000001,-0.11080000000000001,0.9775,-0.7695000000000001,-0.040400000000000005,-0.4307,-0.6125,-0.3017,0.1696,-0.1285,-0.9825,-0.10840000000000001,0.2167,0.1472,0.5844,0.6414000000000001,-0.4036,-0.3134,-0.26430000000000003,1.0385,0.6481,0.5648000000000001
courtyard,1.0984,1.219,-0.45680000000000004,-0.2358,0.8025,-1.0839,0.153,-0.1471,-0.3083,-0.6942,-1.0507,-1.1661,-0.0056,0.4913,-0.63,0.26730000000000004,0.1516,0.3784,0.18910000000000002,-0.34400000000000003,0.4505,0.5789000000000001,-0.8622000000000001,0.2272,-0.366,0.122,0.10300000000000001,1.4185,-0.16790000000000002,-0.32220000000000004,1.6914,-0.6108,0.4072,-0.1338,-0.058100000000000006,1.1954,0.5861000000000001,0.5625,-0.046900000000000004,0.484,0.2546,-0.29710000000000003,-0.2581,0.6293000000000001,0.533,-0.08950000000000001,-0.18610000000000002,-1.8618999999999999,0.1014,-1.1048
rabbit,0.5305,-0.6366,-0.5331,-0.3754,0.2882,1.2374,-0.4747,-1.2037,0.5821000000000001,-0.5515,-0.27190000000000003,0.7019000000000001,0.7469,0.3433,0.653,0.5408000000000001,0.6645,0.4768,-1.0837,0.12480000000000001,-0.1509,-0.6696000000000001,0.5587,0.6074,0.7024,-0.9168000000000001,-0.9208000000000001,0.5926,0.0071,-0.9544,0.6985,-0.13290000000000002,-0.0616,1.206,-0.5884,0.4348,-0.19390000000000002,-0.1935,-0.073,-0.8553000000000001,0.32880000000000004,0.5728,-0.5711,0.10890000000000001,1.0902,-0.0284,0.7846000000000001,-0.9733,0.3612,-0.0567
scrambling,0.5999,-1.0629,1.2864,-0.2316,-0.4323,-0.40180000000000005,-1.0498,0.7674000000000001,0.1642,-0.17370000000000002,-0.544,-0.06470000000000001,0.1207,0.7926000000000001,-0.34800000000000003,0.37270000000000003,0.39640000000000003,-0.4282,0.5249,-1.1277,0.1983,0.0108,-0.092,0.1665,0.39430000000000004,-0.4035,0.28400000000000003,-0.255,0.116,-0.4484,1.4481,0.9255,-0.1442,-0.3781,-0.0207,0.6676000000000001,-0.6285000000000001,0.083,0.1164,-0.911,-0.09720000000000001,-0.1468,0.4032,0.6165,0.44620000000000004,0.2758,0.4722,0.725,-0.0269,-0.323
ravens,-1.3481,-0.0083,0.4021,0.37210000000000004,0.3388,-0.727,-1.7177,-0.2394,-0.808,-0.026600000000000002,-0.3861,0.712,-0.6407,-0.4176,-0.029900000000000003,0.44,0.2681,-0.5626,-1.7854,0.7064,-1.4119000000000002,-0.6672,0.3154,-0.6563,-0.6381,-0.34840000000000004,0.7163,-0.2328,1.0336,-1.1669,0.2777,0.6779000000000001,0.036000000000000004,-0.7048,0.8318000000000001,0.6602,0.5933,-0.1794,0.12710000000000002,-0.1327,-0.5231,-0.4586,-1.2126000000000001,1.156,0.2998,0.8597,-0.0926,0.46240000000000003,-0.09580000000000001,0.3694
happily,0.2591,-0.155,-0.24080000000000001,-0.8232,0.8648,0.11370000000000001,-0.8383,0.4032,-0.6705,0.157,-0.0634,0.2854,0.16740000000000002,0.1542,1.1599,0.5625,-0.009300000000000001,0.3206,0.5161,-0.4843,0.3287,1.0188,0.41540000000000005,0.598,1.2595,-0.4985,0.2106,0.45220000000000005,0.5074000000000001,-0.7188,0.8846,0.5816,-0.09230000000000001,0.1887,-0.3418,-0.45320000000000005,-0.40390000000000004,0.3799,-0.36410000000000003,-0.5171,-0.2973,-0.3352,-0.132,0.4123,-0.11960000000000001,-0.3577,-0.0497,-0.8306,-0.5455,-0.031400000000000004
scarce,0.3577,-0.5413,0.2768,-0.45070000000000005,-0.0073,-0.6244000000000001,-0.4771,0.0198,0.8191,0.26780000000000004,0.07010000000000001,0.31420000000000003,1.537,-0.5491,0.45180000000000003,0.5588000000000001,0.6531,0.62,0.5815,-0.581,0.368,-0.4877,0.21930000000000002,0.0018000000000000002,0.33790000000000003,-0.0679,0.16290000000000002,0.08360000000000001,1.2331,1.1147,1.6327,0.4142,0.9,-0.6246,-0.0016,1.2477,-0.8709,0.8453,-0.0918,-0.5096,-0.18710000000000002,0.0823,0.44,0.844,-0.15480000000000002,0.16570000000000001,-0.7782,0.3025,0.1809,-0.0994
drained,0.40650000000000003,-0.7265,0.10400000000000001,-0.4829,-0.1784,0.12040000000000001,-0.3003,0.808,-0.5162,0.0021000000000000003,-0.2766,0.3603,0.5968,-0.3205,-0.0709,0.3655,0.6585000000000001,0.5119,-0.02,0.1945,-0.7002,-0.045,1.5198,-0.623,0.10020000000000001,0.0753,1.0346,1.6903000000000001,1.0171,-0.14150000000000001,1.7646000000000002,-0.4429,0.6819000000000001,0.5453,0.0032,1.2327,-0.866,1.2511,1.541,-1.331,0.17270000000000002,-0.4449,0.0949,0.2684,-0.501,0.3624,-0.0315,-0.1447,0.1331,-0.6325000000000001
slap,-0.9480000000000001,-0.4042,-0.2539,-0.6048,-0.1605,0.7096,0.6764,0.1131,-0.27240000000000003,0.5750000000000001,-0.28550000000000003,0.1781,-0.0284,1.0378,-0.0521,-0.1042,0.4203,-0.8628,-0.6047,-0.5258,-0.0018000000000000002,-0.07740000000000001,-0.4667,-0.8204,0.199,-1.6252,0.46280000000000004,0.982,0.6515000000000001,-1.1774,1.1148,0.9965,-0.1295,1.3071000000000002,-0.8226,-0.219,0.5693,-0.399,-0.076,0.07,0.30610000000000004,1.0567,0.42360000000000003,-0.0596,-0.2908,-0.33380000000000004,0.2911,0.6362,-0.21330000000000002,0.0004
fearful,0.8315,-0.9314,0.2617,-0.8978,0.2781,-0.274,0.09140000000000001,1.1068,-0.7852,0.1042,-0.0162,-0.2592,0.2462,-0.168,0.3042,0.5626,0.017400000000000002,-0.08990000000000001,0.4862,-0.2642,-0.31920000000000004,0.20770000000000002,-0.2844,0.4787,0.6036,-0.9869,-0.1134,0.2109,0.9447000000000001,0.5309,1.0111,0.843,0.745,-0.6656000000000001,-0.6816,-0.1814,-0.6458,-0.7557,-0.5107,-0.34500000000000003,-0.61,-0.09430000000000001,0.39430000000000004,0.5518000000000001,0.8887,-0.1259,-0.7159,0.061500000000000006,0.054400000000000004,-0.06960000000000001
nod,-0.3492,0.3196,-0.4237,-0.4514,0.5894,0.2586,-0.0693,0.2671,-0.1774,0.8707,-0.3561,-0.0424,0.3972,0.6439,-0.23600000000000002,-0.227,0.25620000000000004,-0.38020000000000004,0.0459,-0.5456,-0.3155,0.4038,-0.0693,-0.3267,0.3778,-1.0977999999999999,-0.3547,0.5962000000000001,-0.5042,-0.5851000000000001,0.9708,0.92,-0.4187,-0.0877,-0.1061,-0.4413,-0.1563,0.0989,-0.5355,-1.1486,0.12890000000000001,0.6848000000000001,-0.8133,-0.1738,-0.7259,-0.31520000000000004,0.30760000000000004,0.6518,-0.09620000000000001,0.24350000000000002
frightened,0.7631,-1.3559999999999999,0.5682,-1.335,0.6001000000000001,-0.3578,-0.5636,1.0392,-0.5690000000000001,-0.21330000000000002,-0.0201,-0.5691,0.5893,-0.1932,0.6845,0.42760000000000004,-0.058800000000000005,0.3205,0.1756,-0.3514,-0.6755,1.3142,0.0782,0.888,1.2341,-0.9917,-0.3693,0.4182,0.7873,-0.2742,0.9023,0.7122,0.6116,-0.4187,-0.38020000000000004,0.2632,-0.3282,-1.0059,-0.0349,-0.5085000000000001,-0.5352,0.3269,0.3793,0.2046,0.8564,-0.4842,-0.45580000000000004,-0.5958,0.1827,-0.2958
haunted,1.2308,0.6178,-0.3754,-0.08120000000000001,0.20040000000000002,0.005,-0.5416000000000001,0.1743,-0.4627,0.0813,-1.1364,0.10010000000000001,-0.4037,0.053500000000000006,1.0529,0.0597,0.0244,0.581,-0.34190000000000004,0.6066,-0.22560000000000002,0.45070000000000005,-0.46080000000000004,0.5321,0.3452,-0.5411,-1.2842,0.58,0.8056000000000001,0.2025,0.5637,-0.3297,0.6925,-0.8041,-0.23240000000000002,0.879,-0.14120000000000002,-0.7825000000000001,-0.4209,-0.9537,-0.7325,-0.297,-0.06810000000000001,0.4374,0.2031,0.7325,-0.37210000000000004,-1.0968,0.335,-0.6686000000000001
breathe,0.5152,-0.5006,0.19210000000000002,-1.2499,-0.4818,-0.145,-0.15960000000000002,0.9505,0.33180000000000004,1.0191,0.9314,0.5411,0.6943,1.1974,-0.0845,1.0339,0.33890000000000003,-0.0172,0.359,-0.6549,-0.4539,0.8668,0.6671,0.0476,1.2956,-0.41200000000000003,-0.0587,0.61,0.7204,-0.5819,1.5554000000000001,0.8095,-0.5303,0.12430000000000001,-0.8116,0.031200000000000002,0.3924,-0.15810000000000002,1.1064,-0.7186,-0.0161,-0.5185000000000001,0.13090000000000002,0.1632,0.2277,0.6816,0.26430000000000003,-0.6544,-0.41960000000000003,0.1218
overlooked,0.12610000000000002,-0.2513,-0.3902,-0.38730000000000003,0.0211,-0.2152,-0.5218,0.307,-0.08700000000000001,0.2856,-0.0761,0.1288,-0.13920000000000002,-0.2149,0.4939,0.3297,0.5529000000000001,-0.08710000000000001,0.1889,-0.4171,-0.6192000000000001,-0.0882,0.0092,0.2666,0.5046,-0.6438,-1.013,0.7614000000000001,-0.010100000000000001,-0.1255,0.9496,-0.2295,1.2904,-1.1952,0.1988,0.34240000000000004,0.0801,0.5015000000000001,-0.5537000000000001,-0.614,-0.4247,0.0891,0.0862,0.7468,-0.2735,0.1316,-0.3784,0.545,0.28750000000000003,-0.23140000000000002
arrow,-0.3003,0.1602,0.47440000000000004,0.0415,0.2548,1.1248,0.327,-0.623,-0.0614,-0.26230000000000003,0.2936,0.2325,-0.2942,0.5895,-1.2788,0.1359,0.231,0.5394,-1.3919000000000001,-0.3556,0.11720000000000001,-0.5366000000000001,-0.19970000000000002,-0.38570000000000004,0.18860000000000002,-1.1814,-0.5924,0.4647,0.0109,-1.2942,0.9516,-0.36660000000000004,-0.40240000000000004,0.19460000000000002,0.0692,-0.155,0.3738,-0.7292000000000001,-0.08850000000000001,-0.0391,0.4751,-0.3226,-0.3028,-0.4404,0.4268,-0.0724,0.9638000000000001,-0.1836,0.1221,-0.539
spilled,0.4476,-0.608,0.374,-0.4682,-0.07150000000000001,-0.038,-0.1757,0.3582,0.363,0.6679,-0.0964,-0.3946,-0.0625,-0.399,0.8198000000000001,-0.2929,0.2796,0.47000000000000003,-0.7169,-0.7545000000000001,0.4272,0.0473,0.8508,-0.3846,0.1734,-0.9747,0.7033,1.6345,1.1592,0.2877,1.0082,0.2092,0.2528,0.2174,-0.9262,0.521,-1.16,-0.33290000000000003,0.9913000000000001,0.6684,0.2156,0.5619000000000001,0.0712,-0.059500000000000004,-0.0609,0.3461,-0.39280000000000004,0.0251,-0.0838,-1.8585
fours,-0.902,0.23040000000000002,-0.8621000000000001,0.1163,-0.2156,0.9367000000000001,0.1297,0.4288,0.456,0.2371,-0.9628000000000001,-0.0005,-1.4198,1.3643,0.177,-1.4423,0.6836,-0.43760000000000004,-1.8282,-0.6457,-0.0067,1.4013,1.4363000000000001,-0.4782,0.1388,0.6651,1.1792,0.0095,0.1492,-0.1582,1.3693,0.39030000000000004,0.6203000000000001,1.9376000000000002,1.29,0.9274,0.9594,1.0788,-0.8423,0.7784000000000001,-0.6688000000000001,0.0976,0.6572,0.7329,-0.1764,0.091,-0.3579,-0.6844,0.171,-1.2966
bye,-0.0752,0.3447,0.0989,-0.054700000000000006,-0.6163000000000001,-0.2735,-0.618,1.065,-0.15360000000000001,0.32580000000000003,-0.49160000000000004,0.19740000000000002,-0.2822,0.2738,0.6143000000000001,-0.5282,-0.23190000000000002,-0.5488000000000001,-0.5425,0.3844,-0.7629,-0.5875,0.8789,-0.2242,0.1724,-0.39680000000000004,-0.9815,-0.0868,-0.08030000000000001,-1.7948,0.5893,1.0289,-0.6838000000000001,1.1279,0.28140000000000004,0.1452,0.4646,0.1713,0.0616,-1.3115,0.08410000000000001,-0.7763,-0.4506,-0.6686000000000001,0.3366,0.0791,0.9198000000000001,0.0351,-0.4157,-0.006
cares,-0.032600000000000004,0.2717,0.20270000000000002,-0.422,1.2186,0.0522,0.0728,-0.0531,0.2647,0.2021,-0.2702,-0.020200000000000003,0.1434,-0.3401,0.7806000000000001,0.358,0.5626,1.166,0.9616,0.34040000000000004,-0.7987000000000001,1.0048,-0.08020000000000001,0.6099,1.0428,-1.1271,-0.6753,0.09630000000000001,0.5393,-0.7143,0.6895,1.1606,0.12940000000000002,-0.0949,-0.8268000000000001,-0.24550000000000002,-0.2952,0.0035,0.4481,-0.4048,-0.34650000000000003,-0.23950000000000002,0.21530000000000002,0.5862,-0.2187,0.4304,-0.7751,0.2442,-0.1587,1.0397
lip,-0.2298,0.1269,-0.3635,-0.9489000000000001,-0.6104,1.2385,1.0075,0.12510000000000002,0.1143,0.3881,-0.1267,-0.0901,0.38930000000000003,0.3876,-1.0149,0.4827,-0.40130000000000005,-0.3331,0.707,-0.2816,-0.374,0.5753,1.0779,-0.0897,0.1492,-0.7957000000000001,-0.7785000000000001,1.5773000000000001,-0.4032,-1.3538999999999999,1.802,0.5901000000000001,0.7137,1.3453,-0.5082,-0.027700000000000002,0.29150000000000004,0.2898,0.548,-1.2979,0.6999000000000001,0.2995,-0.42410000000000003,0.5660000000000001,-0.17270000000000002,-0.987,0.896,-0.35550000000000004,0.061200000000000004,-0.42350000000000004
rapids,-0.0422,1.0719,0.1553,0.052700000000000004,-1.6315,0.1509,-1.0921,0.3744,-0.12840000000000001,0.025400000000000002,-0.6429,-0.3936,-0.07060000000000001,-0.4943,-0.8486,-0.707,0.2773,0.42660000000000003,-1.5037,-0.36460000000000004,-0.2984,-0.6876,0.0618,0.5022,-0.32980000000000004,-0.5821000000000001,-0.1605,0.7466,-0.1572,-0.9879,0.454,0.1625,0.044500000000000005,-0.5322,0.1366,-0.7011000000000001,-0.3312,-0.2801,1.4742,0.218,-0.4325,-0.5907,-0.2369,0.3386,-0.4304,0.441,0.21910000000000002,-0.5703,0.434,-0.4746
bleak,0.40290000000000004,-0.0679,-0.5945,-0.7028,0.2569,-0.885,-0.5808,-0.24130000000000001,-0.2533,-0.055,-0.8437,-0.7548,0.1136,0.22290000000000001,0.5349,0.5541,0.0005,-0.6669,0.2922,0.1307,-0.3472,0.5144000000000001,-0.3383,-0.5672,0.4798,0.2414,-1.5326,1.4776,0.8205,1.2381,1.1582,-0.542,1.014,-0.792,-0.13440000000000002,0.0216,-0.6461,0.029500000000000002,-0.434,-1.5087000000000002,-1.0648,-0.25370000000000004,0.5847,-0.48810000000000003,0.0776,0.43760000000000004,0.5643,0.6479,0.6311,0.22690000000000002
alarmed,0.37870000000000004,-0.9889,0.10210000000000001,-0.9621000000000001,-0.40900000000000003,-0.34090000000000004,-0.2343,0.666,-0.3018,0.023100000000000002,0.2051,-0.3649,0.3443,-0.1598,0.16290000000000002,0.5021,-0.056100000000000004,-0.048400000000000006,0.3563,-0.1822,-0.2645,0.1355,-0.21380000000000002,0.266,0.6716000000000001,-1.5151,-0.08710000000000001,0.4531,-0.20650000000000002,0.8363,0.6522,0.16620000000000001,0.8349000000000001,-1.1435,-0.738,-0.8628,-0.5944,-0.607,-0.6759000000000001,-0.1519,-0.6894,0.1809,0.5055000000000001,0.1655,1.0406,0.112,-0.7224,0.7667,-0.3558,-0.1027
nonsense,-0.39630000000000004,-0.1675,-0.9117000000000001,-0.304,0.1497,0.328,0.918,-0.0446,-0.9299000000000001,0.538,-0.6908000000000001,0.368,-0.4657,-0.1355,0.16670000000000001,-0.42760000000000004,0.3174,0.3906,0.3199,-0.6175,-0.653,0.6545000000000001,0.22360000000000002,0.21980000000000002,0.9553,-1.2683,-1.1703999999999999,0.8734000000000001,0.6853,0.044,1.1792,-0.6776,-0.1764,0.36010000000000003,-0.1988,-0.1384,0.1384,-0.2665,-0.2386,0.2934,0.6950000000000001,0.3694,-0.2962,0.8942,0.16110000000000002,-0.2717,0.1346,1.1967,0.48750000000000004,0.5536
holly,-0.0857,1.2636,-0.24980000000000002,0.6124,0.3347,0.7386,-0.9455,0.1303,0.0629,-0.6814,-0.40790000000000004,0.55,0.1636,-0.6582,0.537,0.3663,0.0478,0.3844,-0.3332,-0.3578,-0.2162,0.7917000000000001,0.256,0.11660000000000001,0.3438,-0.049600000000000005,0.1895,0.22310000000000002,0.405,-0.9617,0.0863,-0.7664000000000001,0.3669,-0.2101,0.47200000000000003,-0.2217,-0.1542,-0.9636,0.1673,-0.727,-0.34140000000000004,-0.2992,-0.1812,-0.5716,1.0783,-0.2263,0.2732,-1.3195000000000001,-0.8635,0.6334000000000001
vale,-0.17120000000000002,0.1522,-0.8448,0.9490000000000001,-0.784,-0.7776000000000001,-0.6257,0.8413,-0.35760000000000003,0.5601,0.36760000000000004,0.6222,-0.6078,-2.4051,-0.6338,-0.2581,0.883,0.8263,-0.5808,-0.3301,0.4828,0.012100000000000001,0.3597,0.4025,-0.4474,0.2906,0.9439000000000001,0.6819000000000001,-0.6312,-0.3657,1.1905000000000001,-0.6234000000000001,0.4519,0.41050000000000003,0.39740000000000003,-0.8869,-0.17350000000000002,-0.5327000000000001,0.7753,-0.6851,0.3023,-1.3087,-0.7917000000000001,-0.6475000000000001,-0.6789000000000001,-0.37310000000000004,-0.4854,-0.9390000000000001,0.7048,-0.7778
er,0.7791,0.8564,0.40490000000000004,-0.0541,-0.1656,-0.3648,1.0378,-0.2454,-0.13620000000000002,-0.1173,-0.307,0.7479,-0.4287,0.708,0.3991,-0.2146,-0.5629000000000001,0.47840000000000005,0.0347,1.1804000000000001,-0.3083,-0.1922,1.4024,0.7363000000000001,0.0369,-0.34540000000000004,-0.6759000000000001,-0.023200000000000002,-0.1553,-0.8111,1.1035,1.0512,0.4158,0.5538000000000001,0.194,0.34490000000000004,0.5565,0.0173,0.3522,0.258,-0.2238,0.44770000000000004,-0.2137,-0.4575,0.0008,-0.7371000000000001,0.6716000000000001,-0.4485,0.10020000000000001,1.9055
quicker,0.30260000000000004,-1.3083,0.6884,-0.6657000000000001,-0.15860000000000002,-0.34600000000000003,0.0903,0.4364,0.1529,0.5505,0.31420000000000003,-0.2747,-0.2442,-0.0932,0.2896,0.5167,0.355,-0.3144,0.3774,-1.3214000000000001,-0.3919,-0.026500000000000003,-0.241,0.2995,1.2774,-0.2843,0.6527000000000001,-0.0698,1.1687,-0.2657,1.9021,0.7421,-0.0917,0.2152,0.4887,-0.3418,0.1061,1.1692,-0.29510000000000003,-0.3874,-0.3183,-0.10350000000000001,0.3652,0.3306,-0.1408,-0.2614,1.156,0.30010000000000003,0.0414,0.8684000000000001
crest,0.0618,1.3780000000000001,0.019100000000000002,0.12560000000000002,-0.2863,0.5238,-0.369,-1.1241,0.6107,-1.0014,0.1626,0.1955,0.5026,-0.8331000000000001,-1.1557,0.7181000000000001,-0.7337,0.6375000000000001,-0.6871,-0.5823,-0.5876,-0.7793,0.0313,-0.8085,-0.45070000000000005,-0.425,-0.6516000000000001,1.4835,-0.6022000000000001,-0.5597,1.182,0.18780000000000002,0.5224,-0.0893,0.4082,-0.32430000000000003,-0.18180000000000002,-0.9540000000000001,0.2248,-0.48960000000000004,-0.557,-0.3794,-0.7674000000000001,-0.111,-0.30910000000000004,-0.4287,0.8921,-0.632,0.0287,-0.7967000000000001
